Settore,Numero_Aziende,Percentuale_Totale,Comune
Industrie,6,2.0,Camerata Nuova
Servizi,6,1.2,Camerata Nuova
Amministrazione,6,14.9,Camerata Nuova
Altro,1,0.3,Camerata Nuova
Industrie,54,10.9,Bellegra
Servizi,38,5.6,Bellegra
Amministrazione,3,7.0,Bellegra
Altro,17,13.9,Bellegra
Industrie,184,0.1035,Villa Bartolomea
Servizi,116,26.9,Villa Bartolomea
Amministrazione,11,10.5,Villa Bartolomea
Altro,90,27.5,Villa Bartolomea
Industrie,141,73.7,Peschiera del Garda
Servizi,328,75.0,Peschiera del Garda
Amministrazione,48,19.7,Peschiera del Garda
Altro,381,0.1483,Peschiera del Garda
Industrie,208,0.202,Sernaglia della Battaglia
Servizi,93,20.1,Sernaglia della Battaglia
Amministrazione,27,12.1,Sernaglia della Battaglia
Altro,136,36.2,Sernaglia della Battaglia
Industrie,165,0.1022,Soresina
Servizi,231,61.1,Soresina
Amministrazione,106,46.3,Soresina
Altro,240,84.5,Soresina
Industrie,11,10.2,Martignana di Po
Servizi,31,8.0,Martignana di Po
Amministrazione,10,2.1,Martignana di Po
Altro,36,9.0,Martignana di Po
Industrie,224,99.0,Sant'Arpino
Servizi,187,33.1,Sant'Arpino
Amministrazione,20,30.2,Sant'Arpino
Altro,106,25.1,Sant'Arpino
Industrie,54,22.7,Bonavigo
Servizi,36,9.0,Bonavigo
Amministrazione,9,6.9,Bonavigo
Altro,26,9.7,Bonavigo
Industrie,49,10.9,Castellana Sicula
Servizi,111,15.6,Castellana Sicula
Amministrazione,41,14.1,Castellana Sicula
Altro,78,18.0,Castellana Sicula
Industrie,33,13.3,Oliveri
Servizi,47,9.4,Oliveri
Amministrazione,8,8.3,Oliveri
Altro,74,14.9,Oliveri
Industrie,102,0.1056,Bulciago
Servizi,60,13.2,Bulciago
Amministrazione,16,3.2,Bulciago
Altro,50,18.8,Bulciago
Industrie,17,3.3,Francica
Servizi,24,3.2,Francica
Amministrazione,3,2.4,Francica
Altro,26,5.3,Francica
Industrie,130,38.9,Agira
Servizi,153,27.0,Agira
Amministrazione,52,77.1,Agira
Altro,131,34.3,Agira
Industrie,61,19.4,Centuripe
Servizi,88,12.1,Centuripe
Amministrazione,34,32.1,Centuripe
Altro,104,59.3,Centuripe
Industrie,32,10.0,Pomarolo
Servizi,19,3.3,Pomarolo
Amministrazione,16,5.0,Pomarolo
Altro,28,8.2,Pomarolo
Industrie,30,8.3,Cardinale
Servizi,44,4.4,Cardinale
Amministrazione,9,7.3,Cardinale
Altro,27,5.7,Cardinale
Industrie,73,62.1,Cernusco Lombardone
Servizi,85,36.8,Cernusco Lombardone
Amministrazione,20,21.9,Cernusco Lombardone
Altro,91,28.9,Cernusco Lombardone
Industrie,43,28.1,Copiano
Servizi,21,6.5,Copiano
Amministrazione,7,1.4,Copiano
Altro,24,7.0,Copiano
Industrie,90,75.2,Gemonio
Servizi,66,13.7,Gemonio
Amministrazione,11,6.9,Gemonio
Altro,55,16.0,Gemonio
Industrie,5,1.5,Montasola
Servizi,8,1.7,Montasola
Amministrazione,8,2.5,Montasola
Altro,7,1.8,Montasola
Industrie,150,67.5,Brusaporto
Servizi,72,12.9,Brusaporto
Amministrazione,20,7.6,Brusaporto
Altro,73,27.2,Brusaporto
Industrie,52,41.0,Terlano
Servizi,103,61.4,Terlano
Amministrazione,75,21.7,Terlano
Altro,156,39.4,Terlano
Industrie,11,4.4,Moresco
Servizi,8,1.2,Moresco
Amministrazione,5,2.8,Moresco
Altro,16,2.4,Moresco
Industrie,309,0.3705,Porcari
Servizi,200,73.4,Porcari
Amministrazione,28,73.3,Porcari
Altro,185,71.3,Porcari
Industrie,37,35.3,Viadanica
Servizi,13,2.3,Viadanica
Amministrazione,7,1.8,Viadanica
Altro,27,7.5,Viadanica
Industrie,77,46.5,Azzano Mella
Servizi,30,9.3,Azzano Mella
Amministrazione,7,6.9,Azzano Mella
Altro,33,11.1,Azzano Mella
Industrie,35,11.7,San Siro
Servizi,32,6.6,San Siro
Amministrazione,11,7.6,San Siro
Altro,47,12.1,San Siro
Industrie,8,10.1,Longobucco
Servizi,79,9.9,Longobucco
Amministrazione,17,14.3,Longobucco
Altro,54,12.7,Longobucco
Industrie,22,8.3,Poggio Catino
Servizi,12,2.7,Poggio Catino
Amministrazione,13,3.0,Poggio Catino
Altro,12,3.1,Poggio Catino
Industrie,103,23.8,Selvino
Servizi,77,14.6,Selvino
Amministrazione,16,7.2,Selvino
Altro,93,28.9,Selvino
Industrie,3,0.9,Duno
Servizi,3,0.5,Duno
Amministrazione,4,0.4,Duno
Altro,4,1.1,Duno
Industrie,47,27.2,Villanova Canavese
Servizi,23,4.9,Villanova Canavese
Amministrazione,7,3.2,Villanova Canavese
Altro,19,5.1,Villanova Canavese
Industrie,487,0.1365,Lucera
Servizi,815,0.1363,Lucera
Amministrazione,118,0.1986,Lucera
Altro,593,0.1629,Lucera
Industrie,6,4.3,Muzzano
Servizi,13,2.8,Muzzano
Amministrazione,9,9.0,Muzzano
Altro,17,4.9,Muzzano
Industrie,96,26.8,Sannicola
Servizi,177,26.0,Sannicola
Amministrazione,45,18.0,Sannicola
Altro,125,28.7,Sannicola
Industrie,125,61.0,Terlizzi
Servizi,697,0.1313,Terlizzi
Amministrazione,38,83.9,Terlizzi
Altro,406,0.1775,Terlizzi
Industrie,77,0.1,Basciano
Servizi,43,9.5,Basciano
Amministrazione,5,1.7,Basciano
Altro,28,8.0,Basciano
Industrie,16,4.2,Oratino
Servizi,16,1.7,Oratino
Amministrazione,10,4.9,Oratino
Altro,13,2.2,Oratino
Industrie,169,80.1,Cavour
Servizi,144,30.6,Cavour
Amministrazione,36,10.8,Cavour
Altro,121,36.9,Cavour
Industrie,12,27.9,Robecco d'Oglio
Servizi,61,10.9,Robecco d'Oglio
Amministrazione,7,10.9,Robecco d'Oglio
Altro,49,18.4,Robecco d'Oglio
Industrie,25,7.0,Ceranova
Servizi,15,2.1,Ceranova
Amministrazione,7,4.7,Ceranova
Altro,30,11.3,Ceranova
Industrie,77,28.1,Vignanello
Servizi,107,22.6,Vignanello
Amministrazione,38,11.3,Vignanello
Altro,76,22.4,Vignanello
Industrie,68,61.9,Motteggiana
Servizi,38,10.5,Motteggiana
Amministrazione,16,4.1,Motteggiana
Altro,32,9.3,Motteggiana
Industrie,120,88.3,Bernate Ticino
Servizi,41,10.2,Bernate Ticino
Amministrazione,14,26.1,Bernate Ticino
Altro,55,14.7,Bernate Ticino
Industrie,12,9.5,Castel d'Aiano
Servizi,58,12.7,Castel d'Aiano
Amministrazione,40,3.0,Castel d'Aiano
Altro,83,23.2,Castel d'Aiano
Industrie,169,0.1483,Salgareda
Servizi,86,25.1,Salgareda
Amministrazione,25,8.8,Salgareda
Altro,116,34.2,Salgareda
Industrie,150,95.2,San Giovanni Ilarione
Servizi,71,18.4,San Giovanni Ilarione
Amministrazione,19,11.1,San Giovanni Ilarione
Altro,81,32.4,San Giovanni Ilarione
Industrie,176,60.1,Monteforte d'Alpone
Servizi,124,47.9,Monteforte d'Alpone
Amministrazione,37,41.7,Monteforte d'Alpone
Altro,142,43.8,Monteforte d'Alpone
Industrie,5,1.3,Stregna
Servizi,9,1.7,Stregna
Amministrazione,7,0.6,Stregna
Altro,10,3.2,Stregna
Industrie,98,0.1071,Pianezze
Servizi,32,6.3,Pianezze
Amministrazione,8,23.6,Pianezze
Altro,27,8.2,Pianezze
Industrie,193,59.0,Sava
Servizi,366,58.2,Sava
Amministrazione,25,50.9,Sava
Altro,210,56.2,Sava
Industrie,225,0.1754,Fontanellato
Servizi,155,48.4,Fontanellato
Amministrazione,30,35.2,Fontanellato
Altro,163,54.5,Fontanellato
Industrie,79,40.9,Ome
Servizi,41,7.3,Ome
Amministrazione,20,6.4,Ome
Altro,63,23.0,Ome
Industrie,87,70.0,Fonzaso
Servizi,70,16.5,Fonzaso
Amministrazione,21,12.1,Fonzaso
Altro,61,24.1,Fonzaso
Industrie,926,0.7055,Legnano
Servizi,1068,0.3188,Legnano
Amministrazione,212,0.4328999999999999,Legnano
Altro,1755,0.6573,Legnano
Industrie,118,78.9,Albairate
Servizi,87,23.5,Albairate
Amministrazione,17,9.1,Albairate
Altro,62,24.3,Albairate
Industrie,29,15.7,Agugliaro
Servizi,41,7.6,Agugliaro
Amministrazione,9,2.8,Agugliaro
Altro,19,8.5,Agugliaro
Industrie,22,7.8,Nomi
Servizi,11,2.2,Nomi
Amministrazione,19,24.1,Nomi
Altro,19,7.7,Nomi
Industrie,14,11.7,Lovero
Servizi,15,4.9,Lovero
Amministrazione,3,0.7,Lovero
Altro,15,5.3,Lovero
Industrie,265,0.2408,Castegnato
Servizi,186,63.3,Castegnato
Amministrazione,39,13.5,Castegnato
Altro,123,45.2,Castegnato
Industrie,160,97.7,Gottolengo
Servizi,96,17.7,Gottolengo
Amministrazione,20,38.4,Gottolengo
Altro,92,26.3,Gottolengo
Industrie,55,17.3,Bistagno
Servizi,49,15.2,Bistagno
Amministrazione,13,8.9,Bistagno
Altro,46,12.1,Bistagno
Industrie,9,3.0,Camerano Casasco
Servizi,9,4.3,Camerano Casasco
Amministrazione,3,0.7,Camerano Casasco
Altro,11,3.6,Camerano Casasco
Industrie,2,7.7,Cavazzo Carnico
Servizi,11,2.7,Cavazzo Carnico
Amministrazione,7,1.7,Cavazzo Carnico
Altro,34,9.6,Cavazzo Carnico
Industrie,10,2.6,Candida
Servizi,15,2.9,Candida
Amministrazione,5,3.6,Candida
Altro,13,3.5,Candida
Industrie,122,77.0,Povoletto
Servizi,96,23.4,Povoletto
Amministrazione,50,9.4,Povoletto
Altro,114,31.8,Povoletto
Industrie,9,4.2,Castelguidone
Servizi,11,2.5,Castelguidone
Amministrazione,5,1.1,Castelguidone
Altro,9,1.9,Castelguidone
Industrie,14,11.8,Campagnola Cremasca
Servizi,10,2.1,Campagnola Cremasca
Amministrazione,5,0.7,Campagnola Cremasca
Altro,10,3.6,Campagnola Cremasca
Industrie,159,0.1459,Almese
Servizi,126,18.7,Almese
Amministrazione,39,20.8,Almese
Altro,124,33.2,Almese
Industrie,41,11.5,Sorgono
Servizi,69,11.6,Sorgono
Amministrazione,56,88.7,Sorgono
Altro,51,11.9,Sorgono
Industrie,8,2.7,Escalaplano
Servizi,35,6.5,Escalaplano
Amministrazione,11,6.1,Escalaplano
Altro,39,8.8,Escalaplano
Industrie,159,63.9,Chiaramonte Gulfi
Servizi,193,35.8,Chiaramonte Gulfi
Amministrazione,69,70.8,Chiaramonte Gulfi
Altro,155,36.0,Chiaramonte Gulfi
Industrie,43,10.0,Ciminna
Servizi,87,14.1,Ciminna
Amministrazione,16,28.1,Ciminna
Altro,51,13.5,Ciminna
Industrie,31,18.4,Lozzolo
Servizi,12,2.6,Lozzolo
Amministrazione,5,1.4,Lozzolo
Altro,18,6.0,Lozzolo
Industrie,50,20.5,Val di Zoldo
Servizi,69,13.7,Val di Zoldo
Amministrazione,29,13.5,Val di Zoldo
Altro,131,31.1,Val di Zoldo
Industrie,72,42.8,Cotronei
Servizi,100,15.2,Cotronei
Amministrazione,28,26.8,Cotronei
Altro,99,38.1,Cotronei
Industrie,21,12.2,Filandari
Servizi,37,5.9,Filandari
Amministrazione,9,6.1,Filandari
Altro,26,6.1,Filandari
Industrie,15,4.2,Perosa Canavese
Servizi,9,1.9,Perosa Canavese
Amministrazione,3,0.1,Perosa Canavese
Altro,10,2.9,Perosa Canavese
Industrie,34,17.1,Frascati
Servizi,529,0.1591,Frascati
Amministrazione,102,0.3375,Frascati
Altro,769,0.2976,Frascati
Industrie,14,4.1,Macchia Valfortore
Servizi,10,1.8,Macchia Valfortore
Amministrazione,5,1.8,Macchia Valfortore
Altro,19,4.8,Macchia Valfortore
Industrie,86,25.5,San Paolo di Civitate
Servizi,118,18.9,San Paolo di Civitate
Amministrazione,40,23.8,San Paolo di Civitate
Altro,113,30.8,San Paolo di Civitate
Industrie,178,52.7,Acquapendente
Servizi,175,39.8,Acquapendente
Amministrazione,38,45.7,Acquapendente
Altro,144,47.6,Acquapendente
Industrie,60,99.8,Capua
Servizi,464,86.4,Capua
Amministrazione,62,0.153,Capua
Altro,341,0.1401,Capua
Industrie,9,3.5,Monteverdi Marittimo
Servizi,15,3.9,Monteverdi Marittimo
Amministrazione,10,4.0,Monteverdi Marittimo
Altro,20,6.9,Monteverdi Marittimo
Industrie,94,31.0,Arcidosso
Servizi,129,29.4,Arcidosso
Amministrazione,46,45.6,Arcidosso
Altro,112,35.2,Arcidosso
Industrie,388,0.1365,Grottaglie
Servizi,610,0.1018,Grottaglie
Amministrazione,135,0.1928,Grottaglie
Altro,425,0.1203,Grottaglie
Industrie,5,1.3,Fossato Serralta
Servizi,11,2.3,Fossato Serralta
Amministrazione,6,2.2,Fossato Serralta
Altro,11,3.2,Fossato Serralta
Industrie,69,93.1,Gonnesa
Servizi,134,25.1,Gonnesa
Amministrazione,45,16.1,Gonnesa
Altro,98,24.9,Gonnesa
Industrie,29,8.9,Orotelli
Servizi,34,4.4,Orotelli
Amministrazione,9,6.2,Orotelli
Altro,28,6.6,Orotelli
Industrie,29,9.0,Sarule
Servizi,38,4.9,Sarule
Amministrazione,19,5.7,Sarule
Altro,25,6.4,Sarule
Industrie,362,0.2016,Sinalunga
Servizi,389,90.8,Sinalunga
Amministrazione,66,38.6,Sinalunga
Altro,289,94.2,Sinalunga
Industrie,110,0.1153,Modigliana
Servizi,98,17.7,Modigliana
Amministrazione,53,18.5,Modigliana
Altro,121,42.8,Modigliana
Industrie,9,3.2,Pizzoferrato
Servizi,16,2.1,Pizzoferrato
Amministrazione,8,4.8,Pizzoferrato
Altro,31,9.9,Pizzoferrato
Industrie,274,85.0,Ugento
Servizi,287,42.0,Ugento
Amministrazione,59,72.8,Ugento
Altro,217,62.5,Ugento
Industrie,196,66.4,Mori
Servizi,176,49.4,Mori
Amministrazione,82,37.8,Mori
Altro,164,68.7,Mori
Industrie,153,45.2,Gallipoli
Servizi,418,72.1,Gallipoli
Amministrazione,46,0.1745,Gallipoli
Altro,397,0.251,Gallipoli
Industrie,36,10.7,Cerchiara di Calabria
Servizi,50,8.1,Cerchiara di Calabria
Amministrazione,5,12.8,Cerchiara di Calabria
Altro,47,14.9,Cerchiara di Calabria
Industrie,164,52.4,Massa Lubrense
Servizi,230,42.9,Massa Lubrense
Amministrazione,50,46.2,Massa Lubrense
Altro,219,71.3,Massa Lubrense
Industrie,44,15.4,Castro dei Volsci
Servizi,94,16.2,Castro dei Volsci
Amministrazione,9,13.5,Castro dei Volsci
Altro,91,26.5,Castro dei Volsci
Industrie,436,0.2045,Bussolengo
Servizi,480,0.2225,Bussolengo
Amministrazione,73,82.8,Bussolengo
Altro,446,0.2089,Bussolengo
Industrie,104,41.7,Alife
Servizi,198,37.3,Alife
Amministrazione,14,33.6,Alife
Altro,121,27.4,Alife
Industrie,19,7.1,Ginestra
Servizi,9,2.2,Ginestra
Amministrazione,3,1.6,Ginestra
Altro,10,4.1,Ginestra
Industrie,36,13.5,Canazei
Servizi,91,18.0,Canazei
Amministrazione,39,11.2,Canazei
Altro,272,82.5,Canazei
Industrie,317,0.1139,Spoltore
Servizi,396,78.6,Spoltore
Amministrazione,62,63.9,Spoltore
Altro,257,79.9,Spoltore
Industrie,13,2.8,Montagano
Servizi,21,4.0,Montagano
Amministrazione,18,5.5,Montagano
Altro,20,4.3,Montagano
Industrie,127,0.1271,Domegge di Cadore
Servizi,77,12.2,Domegge di Cadore
Amministrazione,28,8.3,Domegge di Cadore
Altro,62,13.5,Domegge di Cadore
Industrie,33,44.7,Capriata d'Orba
Servizi,43,7.2,Capriata d'Orba
Amministrazione,10,3.9,Capriata d'Orba
Altro,21,5.9,Capriata d'Orba
Industrie,12,3.7,Valsavarenche
Servizi,5,1.1,Valsavarenche
Amministrazione,8,1.1,Valsavarenche
Altro,25,8.3,Valsavarenche
Industrie,80,33.2,Palagano
Servizi,68,11.6,Palagano
Amministrazione,32,6.9,Palagano
Altro,74,26.7,Palagano
Industrie,118,0.1251,Cormons
Servizi,173,44.1,Cormons
Amministrazione,63,67.6,Cormons
Altro,231,87.9,Cormons
Industrie,414,0.2375999999999999,Ghedi
Servizi,297,63.8,Ghedi
Amministrazione,52,42.7,Ghedi
Altro,260,93.9,Ghedi
Industrie,82,31.8,Buonconvento
Servizi,84,17.9,Buonconvento
Amministrazione,19,8.8,Buonconvento
Altro,92,24.3,Buonconvento
Industrie,109,93.1,Monsampolo del Tronto
Servizi,83,41.1,Monsampolo del Tronto
Amministrazione,16,12.7,Monsampolo del Tronto
Altro,88,32.3,Monsampolo del Tronto
Industrie,4,1.7,Chieuti
Servizi,33,6.4,Chieuti
Amministrazione,9,1.9,Chieuti
Altro,33,5.2,Chieuti
Industrie,47,16.8,Macchiagodena
Servizi,26,4.2,Macchiagodena
Amministrazione,5,4.4,Macchiagodena
Altro,32,8.6,Macchiagodena
Industrie,70,17.6,Valstrona
Servizi,20,3.1,Valstrona
Amministrazione,29,2.8,Valstrona
Altro,17,3.0,Valstrona
Industrie,375,0.2741,Castenaso
Servizi,307,0.1805,Castenaso
Amministrazione,51,39.9,Castenaso
Altro,413,0.1683,Castenaso
Industrie,130,58.1,Bagolino
Servizi,86,17.9,Bagolino
Amministrazione,32,10.1,Bagolino
Altro,104,31.1,Bagolino
Industrie,86,0.1096999999999999,San Giovanni Bianco
Servizi,83,17.9,San Giovanni Bianco
Amministrazione,26,41.1,San Giovanni Bianco
Altro,87,26.0,San Giovanni Bianco
Industrie,202,77.8,Vecchiano
Servizi,253,50.7,Vecchiano
Amministrazione,54,48.8,Vecchiano
Altro,197,66.0,Vecchiano
Industrie,135,59.5,Gradara
Servizi,83,15.9,Gradara
Amministrazione,24,15.8,Gradara
Altro,82,30.0,Gradara
Industrie,772,0.4242,Voghera
Servizi,1027,0.2576,Voghera
Amministrazione,124,0.2705,Voghera
Altro,1117,0.5015,Voghera
Industrie,40,11.9,Bianchi
Servizi,23,4.0,Bianchi
Amministrazione,9,8.0,Bianchi
Altro,13,2.7,Bianchi
Industrie,245,69.1,Andora
Servizi,223,49.4,Andora
Amministrazione,51,29.2,Andora
Altro,313,0.1082,Andora
Industrie,31,8.0,Calice Ligure
Servizi,29,5.4,Calice Ligure
Amministrazione,10,2.6,Calice Ligure
Altro,36,10.2,Calice Ligure
Industrie,77,52.0,Varano de' Melegari
Servizi,42,10.1,Varano de' Melegari
Amministrazione,14,4.6,Varano de' Melegari
Altro,75,23.0,Varano de' Melegari
Industrie,55,17.7,Falcade
Servizi,48,9.7,Falcade
Amministrazione,15,18.5,Falcade
Altro,114,53.1,Falcade
Industrie,155,54.2,San Francesco al Campo
Servizi,76,14.7,San Francesco al Campo
Amministrazione,34,27.5,San Francesco al Campo
Altro,66,18.3,San Francesco al Campo
Industrie,161,0.1835,San Maurizio Canavese
Servizi,170,37.6,San Maurizio Canavese
Amministrazione,37,37.8,San Maurizio Canavese
Altro,135,53.6,San Maurizio Canavese
Industrie,19,4.1,San Donato di Ninea
Servizi,35,5.0,San Donato di Ninea
Amministrazione,13,4.9,San Donato di Ninea
Altro,34,7.4,San Donato di Ninea
Industrie,21,5.7,Calasca-Castiglione
Servizi,7,1.8,Calasca-Castiglione
Amministrazione,12,1.8,Calasca-Castiglione
Altro,9,1.4,Calasca-Castiglione
Industrie,301,0.1788,San Gimignano
Servizi,230,50.3,San Gimignano
Amministrazione,39,52.1,San Gimignano
Altro,282,0.1112,San Gimignano
Industrie,77,92.5,Vipiteno
Servizi,203,64.6,Vipiteno
Amministrazione,89,56.5,Vipiteno
Altro,599,87.4,Vipiteno
Industrie,1185,0.3758,Camaiore
Servizi,890,0.2204,Camaiore
Amministrazione,114,0.1776,Camaiore
Altro,934,0.3258,Camaiore
Industrie,1,0.3,Barcis
Servizi,17,4.2,Barcis
Amministrazione,11,2.9,Barcis
Altro,15,3.7,Barcis
Industrie,826,0.5490999999999999,Nichelino
Servizi,743,0.2192,Nichelino
Amministrazione,128,0.1997,Nichelino
Altro,597,0.2402,Nichelino
Industrie,446,0.2933,Caravaggio
Servizi,320,80.5,Caravaggio
Amministrazione,36,43.2,Caravaggio
Altro,322,0.1219,Caravaggio
Industrie,97,95.7,Dorno
Servizi,57,16.1,Dorno
Amministrazione,12,8.7,Dorno
Altro,72,33.9,Dorno
Industrie,82,35.6,Villanova d'Albenga
Servizi,69,26.9,Villanova d'Albenga
Amministrazione,19,7.4,Villanova d'Albenga
Altro,69,17.7,Villanova d'Albenga
Industrie,163,0.1525,Carsoli
Servizi,141,35.0,Carsoli
Amministrazione,37,17.9,Carsoli
Altro,132,48.7,Carsoli
Industrie,13,2.7,Zagarise
Servizi,45,5.7,Zagarise
Amministrazione,5,6.6,Zagarise
Altro,34,9.6,Zagarise
Industrie,4,10.7,Camerana
Servizi,12,3.1,Camerana
Amministrazione,5,1.3,Camerana
Altro,22,4.7,Camerana
Industrie,450,0.4631999999999999,Granarolo dell'Emilia
Servizi,267,0.1106999999999999,Granarolo dell'Emilia
Amministrazione,42,39.8,Granarolo dell'Emilia
Altro,319,0.1372,Granarolo dell'Emilia
Industrie,6,3.2,Saviore dell'Adamello
Servizi,19,3.7,Saviore dell'Adamello
Amministrazione,8,3.6,Saviore dell'Adamello
Altro,9,2.6,Saviore dell'Adamello
Industrie,57,16.6,Sampeyre
Servizi,30,6.6,Sampeyre
Amministrazione,21,9.6,Sampeyre
Altro,61,20.1,Sampeyre
Industrie,254,66.4,Vico Equense
Servizi,323,67.2,Vico Equense
Amministrazione,61,0.1504,Vico Equense
Altro,328,91.9,Vico Equense
Industrie,4,0.9,Roccaforte del Greco
Servizi,7,1.4,Roccaforte del Greco
Amministrazione,4,2.8,Roccaforte del Greco
Altro,2,1.6,Roccaforte del Greco
Industrie,3,1.0,Costanzana
Servizi,13,3.3,Costanzana
Amministrazione,6,2.1,Costanzana
Altro,26,7.1,Costanzana
Industrie,93,43.2,San Martino in Badia
Servizi,21,2.2,San Martino in Badia
Amministrazione,38,18.9,San Martino in Badia
Altro,62,12.1,San Martino in Badia
Industrie,39,40.7,Corte de' Frati
Servizi,16,3.4,Corte de' Frati
Amministrazione,9,1.7,Corte de' Frati
Altro,20,6.8,Corte de' Frati
Industrie,58,30.2,Montalto Dora
Servizi,65,15.7,Montalto Dora
Amministrazione,24,12.7,Montalto Dora
Altro,86,21.7,Montalto Dora
Industrie,16,3.8,Cascinette d'Ivrea
Servizi,33,5.5,Cascinette d'Ivrea
Amministrazione,6,71.9,Cascinette d'Ivrea
Altro,35,8.2,Cascinette d'Ivrea
Industrie,45,18.2,Santadi
Servizi,65,14.3,Santadi
Amministrazione,30,20.8,Santadi
Altro,57,21.9,Santadi
Industrie,44,13.9,Limbadi
Servizi,62,9.0,Limbadi
Amministrazione,13,27.1,Limbadi
Altro,41,9.6,Limbadi
Industrie,33,9.5,Monterosso Almo
Servizi,74,9.9,Monterosso Almo
Amministrazione,43,26.2,Monterosso Almo
Altro,51,10.6,Monterosso Almo
Industrie,13,3.6,Giardinello
Servizi,21,3.5,Giardinello
Amministrazione,3,4.0,Giardinello
Altro,17,3.5,Giardinello
Industrie,143,49.3,San Gavino Monreale
Servizi,212,46.0,San Gavino Monreale
Amministrazione,83,79.6,San Gavino Monreale
Altro,163,71.0,San Gavino Monreale
Industrie,13,3.5,Urzulei
Servizi,23,2.9,Urzulei
Amministrazione,13,4.7,Urzulei
Altro,31,6.5,Urzulei
Industrie,36,13.6,Reano
Servizi,31,5.6,Reano
Amministrazione,9,1.7,Reano
Altro,42,10.0,Reano
Industrie,47,31.6,Castel Ivano
Servizi,55,14.7,Castel Ivano
Amministrazione,46,22.7,Castel Ivano
Altro,72,23.7,Castel Ivano
Industrie,18,3.9,Varapodio
Servizi,35,4.8,Varapodio
Amministrazione,4,6.4,Varapodio
Altro,40,10.6,Varapodio
Industrie,526,0.2267999999999999,Lanciano
Servizi,1001,0.261,Lanciano
Amministrazione,173,0.2761,Lanciano
Altro,803,0.3113,Lanciano
Industrie,60,13.8,Carpino
Servizi,59,8.4,Carpino
Amministrazione,21,30.1,Carpino
Altro,63,14.3,Carpino
Industrie,16,4.0,Casteldelci
Servizi,8,1.5,Casteldelci
Amministrazione,7,1.7,Casteldelci
Altro,16,4.8,Casteldelci
Industrie,19,5.9,Ulassai
Servizi,28,3.9,Ulassai
Amministrazione,12,5.5,Ulassai
Altro,28,7.0,Ulassai
Industrie,326,0.1152,Gualdo Tadino
Servizi,256,52.5,Gualdo Tadino
Amministrazione,51,0.1686,Gualdo Tadino
Altro,323,0.1654,Gualdo Tadino
Industrie,129,54.5,Levico Terme
Servizi,113,30.8,Levico Terme
Amministrazione,81,62.0,Levico Terme
Altro,190,77.2,Levico Terme
Industrie,106,0.123,Treia
Servizi,361,68.9,Treia
Amministrazione,45,41.6,Treia
Altro,351,0.1008999999999999,Treia
Industrie,85,64.2,Gallicano
Servizi,72,22.5,Gallicano
Amministrazione,41,12.5,Gallicano
Altro,75,23.1,Gallicano
Industrie,10,3.4,Beura-Cardezza
Servizi,18,3.3,Beura-Cardezza
Amministrazione,6,1.2,Beura-Cardezza
Altro,47,10.4,Beura-Cardezza
Industrie,3,1.6,Casalattico
Servizi,6,1.2,Casalattico
Amministrazione,7,5.7,Casalattico
Altro,6,1.5,Casalattico
Industrie,25,9.4,Soveria Simeri
Servizi,17,2.6,Soveria Simeri
Amministrazione,18,6.4,Soveria Simeri
Altro,18,3.9,Soveria Simeri
Industrie,307,0.1989,Monte San Giusto
Servizi,191,38.8,Monte San Giusto
Amministrazione,13,18.6,Monte San Giusto
Altro,168,35.0,Monte San Giusto
Industrie,8,2.5,Morro d'Alba
Servizi,36,7.0,Morro d'Alba
Amministrazione,30,4.4,Morro d'Alba
Altro,46,15.5,Morro d'Alba
Industrie,517,0.2509,Castelfiorentino
Servizi,376,97.0,Castelfiorentino
Amministrazione,73,66.0,Castelfiorentino
Altro,392,0.1336999999999999,Castelfiorentino
Industrie,16,4.0,Gesturi
Servizi,23,3.9,Gesturi
Amministrazione,11,7.4,Gesturi
Altro,30,6.7,Gesturi
Industrie,13,3.4,Pratiglione
Servizi,6,1.1,Pratiglione
Amministrazione,5,1.0,Pratiglione
Altro,10,2.4,Pratiglione
Industrie,67,23.2,Jerzu
Servizi,59,12.0,Jerzu
Amministrazione,23,18.7,Jerzu
Altro,86,21.0,Jerzu
Industrie,171,97.7,Guardiagrele
Servizi,232,47.8,Guardiagrele
Amministrazione,59,28.0,Guardiagrele
Altro,239,73.8,Guardiagrele
Industrie,65,18.5,Gesualdo
Servizi,99,14.7,Gesualdo
Amministrazione,16,42.3,Gesualdo
Altro,81,22.0,Gesualdo
Industrie,85,74.4,Calendasco
Servizi,32,8.9,Calendasco
Amministrazione,12,1.5,Calendasco
Altro,61,20.4,Calendasco
Industrie,141,48.9,Fanano
Servizi,94,20.1,Fanano
Amministrazione,44,10.7,Fanano
Altro,147,49.2,Fanano
Industrie,107,49.8,Atina
Servizi,155,27.3,Atina
Amministrazione,47,31.0,Atina
Altro,170,59.5,Atina
Industrie,615,0.3621999999999999,Piove di Sacco
Servizi,538,0.1648,Piove di Sacco
Amministrazione,59,0.1145,Piove di Sacco
Altro,541,0.2057999999999999,Piove di Sacco
Industrie,3,1.0,Piozzano
Servizi,21,5.2,Piozzano
Amministrazione,5,15.8,Piozzano
Altro,26,8.9,Piozzano
Industrie,7,3.0,San Mauro Marchesato
Servizi,36,4.1,San Mauro Marchesato
Amministrazione,5,24.7,San Mauro Marchesato
Altro,38,6.9,San Mauro Marchesato
Industrie,270,0.1125,Alberobello
Servizi,330,79.7,Alberobello
Amministrazione,56,39.9,Alberobello
Altro,318,90.8,Alberobello
