Laurea_Maschi,Laurea_Femmine,Laurea_Totale,Diploma_Maschi,Diploma_Femmine,Diploma_Totale,Licenza Media_Maschi,Licenza Media_Femmine,Licenza Media_Totale,Licenza Elementare_Maschi,Licenza Elementare_Femmine,Licenza Elementare_Totale,Alfabeti_Maschi,Alfabeti_Femmine,Alfabeti_Totale,Analfabeti_Maschi,Analfabeti_Femmine,Analfabeti_Totale,Comune
1,2,3,15,9,24,14,15,29,5,9,14,0,2,2,0,0,0,Moransengo
4,10,14,26,27,53,34,37,71,41,34,75,7,8,15,2,1,3,Castel Rocchero
68,111,179,445,449,894,760,566,1326,407,460,867,150,299,449,28,70,98,Montemesola
16,22,38,74,97,171,104,99,203,117,106,223,24,18,42,1,2,3,Vercana
79,103,182,359,406,765,534,438,972,260,294,554,80,93,173,7,12,19,Veniano
5,3,8,21,17,38,20,16,36,16,19,35,0,0,0,1,2,3,Castelpetroso
1522,1836,3358,4455,4889,9344,4729,4418,9147,2321,3804,6125,747,1007,1754,69,145,214,Casale Monferrato
43,66,109,208,208,416,214,203,417,153,249,402,41,83,124,6,20,26,Trecenta
58,56,114,227,217,444,203,166,369,141,196,337,36,54,90,5,4,9,Boara Pisani
62,83,145,290,239,529,338,294,632,220,320,540,44,78,122,1,6,7,Altare
61,81,142,288,226,514,285,257,542,209,279,488,86,137,223,18,25,43,Casacalenda
22,27,49,106,104,210,120,105,225,79,135,214,20,20,40,0,1,1,Dignano
11,5,16,28,37,65,40,29,69,23,24,47,5,7,12,0,0,0,San Marzano Oliveto
1,0,1,6,5,11,4,6,10,0,2,2,0,2,2,1,0,1,Coreglia Ligure
3,8,11,63,63,126,98,69,167,66,72,138,17,24,41,3,2,5,Marmentino
334,370,704,991,1050,2041,1064,910,1974,563,868,1431,169,193,362,9,26,35,Appiano Gentile
24,37,61,134,125,259,141,170,311,94,135,229,25,37,62,5,5,10,Montemagno
512,646,1158,2171,2173,4344,1776,1483,3259,979,1227,2206,466,715,1181,75,190,265,Melfi
46,51,97,166,165,331,219,153,372,117,169,286,33,41,74,3,6,9,Rivarolo del Re ed Uniti
99,104,203,384,359,743,362,336,698,180,296,476,59,81,140,3,9,12,Varano Borghi
2,2,4,20,14,34,18,14,32,13,26,39,3,5,8,0,0,0,Lastebasse
142,230,372,640,622,1262,1015,841,1856,580,747,1327,164,283,447,10,26,36,Filottrano
136,138,274,246,253,499,187,209,396,118,167,285,38,41,79,0,2,2,Barasso
66,83,149,363,335,698,599,519,1118,241,320,561,110,115,225,3,3,6,Costa di Mezzate
13,29,42,105,110,215,151,124,275,100,122,222,18,35,53,1,3,4,Granozzo con Monticello
27,30,57,86,94,180,87,73,160,68,118,186,26,26,52,9,6,15,Vetto
284,298,582,1077,978,2055,1054,944,1998,518,821,1339,169,212,381,12,16,28,Bellusco
70,77,147,161,160,321,152,137,289,90,103,193,29,35,64,1,3,4,Comabbio
42,65,107,210,210,420,238,197,435,88,96,184,40,45,85,0,1,1,Bornasco
170,197,367,715,630,1345,820,722,1542,408,625,1033,151,164,315,10,15,25,Presezzo
10,28,38,112,91,203,149,125,274,104,122,226,25,47,72,1,5,6,Pincara
1040,1354,2394,3478,3545,7023,2926,2764,5690,1686,2510,4196,599,769,1368,32,48,80,Fidenza
9,8,17,52,47,99,44,39,83,34,36,70,22,20,42,6,23,29,Nocara
38,57,95,198,180,378,179,155,334,99,160,259,30,75,105,4,10,14,Giove
0,4,4,6,7,13,7,9,16,12,11,23,0,1,1,0,0,0,Blello
24,28,52,126,133,259,115,118,233,77,109,186,23,41,64,6,3,9,Sequals
12,15,27,39,39,78,51,33,84,53,54,107,9,18,27,0,3,3,Tessennano
11,32,43,135,101,236,189,149,338,80,94,174,47,66,113,35,56,91,Gorgoglione
219,336,555,970,929,1899,845,712,1557,373,581,954,170,238,408,5,26,31,Ceprano
18,22,40,88,107,195,128,110,238,73,90,163,7,14,21,2,1,3,Pisano
99,104,203,280,285,565,345,282,627,180,229,409,66,61,127,3,4,7,Monguzzo
63,91,154,231,183,414,220,215,435,52,125,177,36,27,63,1,0,1,Sagrado
427,558,985,1845,1859,3704,2380,1955,4335,1138,1653,2791,360,376,736,28,44,72,Busto Garolfo
4,5,9,36,24,60,45,42,87,27,43,70,9,27,36,0,1,1,Sant'Eufemia a Maiella
3,2,5,8,8,16,13,8,21,2,5,7,2,2,4,0,0,0,La Magdeleine
47,56,103,191,192,383,256,192,448,164,239,403,49,47,96,2,2,4,Annicco
17,18,35,90,87,177,99,83,182,62,85,147,20,16,36,3,3,6,Cerro Tanaro
55,48,103,170,184,354,213,178,391,108,176,284,25,38,63,2,3,5,Santa Giuletta
0,1,1,6,8,14,11,5,16,9,5,14,2,0,2,0,0,0,Velezzo Lomellina
11,20,31,84,60,144,84,66,150,57,87,144,10,23,33,1,1,2,Mango
573,635,1208,1787,1727,3514,2170,1824,3994,873,1334,2207,438,698,1136,83,168,251,Saviano
95,99,194,354,330,684,362,356,718,174,248,422,56,85,141,3,9,12,Villar Dora
128,137,265,457,475,932,593,503,1096,347,534,881,65,95,160,5,8,13,Ghemme
55,71,126,277,269,546,262,260,522,164,204,368,50,64,114,3,5,8,Neive
155,177,332,538,521,1059,546,508,1054,323,407,730,169,231,400,30,61,91,San Ferdinando
180,195,375,964,1107,2071,2091,1806,3897,852,933,1785,494,662,1156,112,103,215,Ramacca
706,786,1492,2425,2389,4814,3164,2808,5972,1566,1932,3498,932,1198,2130,292,314,606,Rosolini
132,191,323,802,825,1627,1175,975,2150,590,745,1335,322,441,763,121,121,242,Regalbuto
191,266,457,922,860,1782,1127,935,2062,572,782,1354,236,360,596,16,49,65,Carosino
260,306,566,1083,1081,2164,1622,1286,2908,800,1115,1915,255,281,536,13,10,23,Sorisole
145,178,323,568,514,1082,1083,980,2063,586,715,1301,341,453,794,122,206,328,Casapesenna
137,187,324,589,586,1175,685,579,1264,374,532,906,123,145,268,9,13,22,Morazzone
39,52,91,173,165,338,232,186,418,135,146,281,55,85,140,24,26,50,Santa Lucia di Serino
125,139,264,456,421,877,441,375,816,191,301,492,79,176,255,5,11,16,Valentano
97,151,248,652,562,1214,743,635,1378,398,554,952,156,175,331,9,14,23,Villanova di Camposampiero
35,26,61,129,112,241,116,108,224,107,148,255,19,15,34,0,0,0,Rovescala
297,369,666,850,818,1668,797,665,1462,508,696,1204,251,448,699,32,75,107,Pisticci
128,176,304,466,471,937,475,393,868,346,363,709,108,171,279,19,62,81,Picerno
37,60,97,225,198,423,258,206,464,152,169,321,36,41,77,2,6,8,Cremosano
26,17,43,112,105,217,111,90,201,70,91,161,16,25,41,4,3,7,Pereto
1007,1240,2247,4222,4292,8514,6318,5111,11429,2416,3935,6351,1290,1607,2897,152,271,423,Mugnano di Napoli
196,270,466,724,713,1437,785,751,1536,372,524,896,137,169,306,9,12,21,Lanzo Torinese
1418,1832,3250,4809,4882,9691,5174,4704,9878,2855,3669,6524,1343,1914,3257,299,445,744,Caltagirone
225,244,469,598,639,1237,537,456,993,351,478,829,127,203,330,19,25,44,Cupra Marittima
265,376,641,1154,1104,2258,1385,1134,2519,871,1164,2035,252,454,706,17,43,60,Concordia Sagittaria
75,78,153,343,315,658,310,247,557,143,207,350,46,64,110,3,8,11,San Polo dei Cavalieri
12,18,30,80,79,159,96,89,185,46,82,128,13,15,28,0,0,0,Druogno
10,17,27,57,35,92,37,39,76,22,45,67,7,6,13,0,0,0,Vigo di Cadore
508,601,1109,2570,1643,4213,839,976,1815,471,1197,1668,293,448,741,35,50,85,Procida
16,30,46,90,95,185,126,96,222,82,102,184,12,30,42,1,3,4,Rovasenda
1160,1362,2522,4962,4802,9764,5489,5106,10595,2562,3615,6177,915,1294,2209,77,176,253,Grugliasco
9,11,20,58,51,109,89,68,157,51,69,120,23,30,53,12,16,28,San Procopio
11384,15515,26899,29668,29493,59161,19266,16845,36111,10176,14829,25005,4779,6033,10812,668,1200,1868,Reggio di Calabria
70,82,152,306,295,601,324,315,639,177,265,442,40,55,95,5,4,9,Capo di Ponte
21,33,54,141,139,280,151,143,294,77,120,197,23,20,43,0,0,0,Olmeneta
27,41,68,179,178,357,261,257,518,130,158,288,39,54,93,4,1,5,Mesenzana
28,25,53,140,161,301,196,154,350,112,133,245,35,46,81,1,0,1,Salvirola
71,89,160,380,371,751,505,428,933,282,406,688,108,111,219,2,2,4,Romanengo
51,84,135,207,259,466,476,366,842,287,287,574,73,111,184,15,19,34,Paulilatino
51,100,151,224,297,521,460,303,763,286,327,613,110,144,254,15,20,35,Desulo
117,158,275,321,407,728,515,391,906,266,295,561,64,109,173,13,18,31,Isili
47,44,91,146,139,285,126,130,256,84,130,214,38,62,100,7,10,17,Joppolo Giancaxio
1,5,6,24,24,48,18,11,29,22,22,44,6,1,7,0,0,0,Castelletto Uzzone
49,43,92,192,190,382,237,230,467,109,143,252,83,123,206,15,19,34,Longi
45,88,133,215,277,492,638,548,1186,331,324,655,145,227,372,27,30,57,Tertenia
487,641,1128,1548,1686,3234,2017,1844,3861,1077,1486,2563,606,733,1339,125,106,231,Castellammare del Golfo
9,11,20,74,59,133,129,116,245,64,68,132,18,18,36,2,0,2,Porte
41,69,110,159,213,372,352,308,660,185,221,406,65,91,156,6,9,15,Sindia
15,19,34,67,77,144,85,79,164,44,59,103,17,9,26,0,0,0,Macello
3,8,11,24,25,49,46,31,77,14,26,40,6,7,13,0,0,0,Pescaglia
661,938,1599,3382,3574,6956,3307,2896,6203,1342,1639,2981,625,818,1443,89,84,173,Fonte Nuova
138,216,354,683,655,1338,720,583,1303,394,499,893,130,190,320,10,26,36,Supino
17,24,41,89,86,175,89,71,160,62,86,148,21,34,55,4,7,11,Castiglione d'Orcia
135,193,328,505,471,976,792,676,1468,391,440,831,174,302,476,41,105,146,Sersale
58,100,158,251,235,486,393,318,711,238,302,540,61,103,164,9,8,17,Cuglieri
39,57,96,210,182,392,319,316,635,164,187,351,103,112,215,45,64,109,San Giovanni a Piro
89,117,206,330,349,679,399,310,709,325,398,723,74,166,240,4,8,12,Peccioli
317,404,721,1407,1370,2777,1319,1114,2433,768,1038,1806,345,463,808,31,48,79,Massa Lombarda
148,225,373,755,702,1457,657,611,1268,482,614,1096,156,178,334,9,7,16,Carpaneto Piacentino
34,38,72,204,209,413,180,133,313,84,128,212,28,26,54,3,0,3,Valdidentro
275,348,623,1352,1155,2507,1249,1210,2459,552,877,1429,262,287,549,10,14,24,Camisano Vicentino
454,498,952,1680,1787,3467,1848,1467,3315,943,1485,2428,353,558,911,34,66,100,Civita Castellana
30,34,64,71,81,152,85,68,153,35,52,87,19,16,35,5,16,21,Malito
61,80,141,295,276,571,330,277,607,161,194,355,68,89,157,32,74,106,Altomonte
76,92,168,250,304,554,349,285,634,225,290,515,161,196,357,48,80,128,Casabona
44,45,89,141,121,262,179,139,318,102,118,220,48,72,120,16,46,62,Sant'Agata di Esaro
139,186,325,738,697,1435,931,783,1714,588,731,1319,191,278,469,18,46,64,Novi di Modena
117,165,282,444,405,849,438,388,826,228,295,523,115,145,260,15,28,43,Pianella
34,53,87,273,217,490,264,249,513,127,163,290,47,59,106,6,2,8,Gorgo al Monticano
48,57,105,158,166,324,258,216,474,148,197,345,48,37,85,2,4,6,Scarnafigi
176,233,409,687,721,1408,874,671,1545,533,730,1263,146,213,359,15,25,40,San Benedetto Po
117,128,245,565,589,1154,728,646,1374,398,523,921,155,158,313,11,32,43,San Damiano d'Asti
7,14,21,78,68,146,149,134,283,72,99,171,29,27,56,3,5,8,Casto
15,11,26,45,49,94,64,37,101,30,46,76,5,16,21,0,1,1,Camino
91,93,184,163,171,334,122,123,245,70,118,188,20,25,45,0,3,3,Portovenere
945,1202,2147,3618,3349,6967,4257,3375,7632,2095,3048,5143,784,1215,1999,93,188,281,Bacoli
278,371,649,1103,1271,2374,1682,1397,3079,1033,1301,2334,325,393,718,19,41,60,Quarrata
752,890,1642,2392,2447,4839,1993,1776,3769,851,1167,2018,443,505,948,9,33,42,Anguillara Sabazia
108,147,255,400,359,759,266,221,487,153,226,379,54,95,149,4,12,16,Arce
20,19,39,92,63,155,108,97,205,92,123,215,19,27,46,1,0,1,Pallare
32,47,79,236,194,430,345,279,624,232,258,490,83,142,225,1,5,6,Marano Lagunare
371,442,813,1139,1337,2476,1287,1248,2535,700,1130,1830,192,235,427,18,23,41,Pietra Ligure
159,195,354,626,778,1404,844,744,1588,512,711,1223,130,151,281,15,41,56,Ceriale
509,621,1130,2301,2017,4318,1869,1621,3490,814,1246,2060,305,381,686,6,13,19,Marcon
27,41,68,200,167,367,348,269,617,173,257,430,46,93,139,4,17,21,Roccaforzata
32,25,57,121,158,279,125,112,237,106,142,248,32,30,62,0,1,1,Bardi
388,522,910,1791,1793,3584,1989,1580,3569,801,1059,1860,372,415,787,22,38,60,Zagarolo
47,68,115,241,204,445,259,243,502,164,205,369,47,46,93,2,10,12,Bosco Marengo
82,96,178,380,389,769,424,342,766,286,482,768,81,119,200,4,12,16,Roncoferraro
25,23,48,75,73,148,89,63,152,51,78,129,10,12,22,1,1,2,Mornese
2,6,8,21,18,39,27,21,48,16,30,46,3,0,3,0,0,0,Roure
63,93,156,298,295,593,359,301,660,178,237,415,52,57,109,3,4,7,Capoliveri
481,541,1022,657,746,1403,418,353,771,297,439,736,113,204,317,3,9,12,Camerino
40,62,102,245,238,483,254,228,482,162,228,390,56,109,165,2,7,9,Esanatoglia
776,1005,1781,2459,2475,4934,2113,1846,3959,1213,1758,2971,468,654,1122,31,53,84,San Giovanni in Persiceto
1610,2148,3758,5932,6306,12238,7169,5526,12695,4314,6355,10669,1720,2016,3736,256,326,582,Corato
94,100,194,255,268,523,207,169,376,166,194,360,70,84,154,10,15,25,Rotonda
6,6,12,22,29,51,32,16,48,24,40,64,1,1,2,0,1,1,Mendatica
1,0,1,2,1,3,2,1,3,1,2,3,0,0,0,0,0,0,Montacuto
12,16,28,55,43,98,47,40,87,34,40,74,12,26,38,4,6,10,Feroleto Antico
36,48,84,166,138,304,122,140,262,103,133,236,31,36,67,1,4,5,Monforte d'Alba
104,124,228,448,489,937,697,615,1312,402,543,945,101,163,264,2,9,11,Vigone
15,23,38,82,77,159,143,120,263,76,120,196,34,34,68,2,6,8,Envie
135,194,329,826,780,1606,864,783,1647,571,682,1253,171,218,389,4,12,16,Brugnera
15,25,40,82,69,151,94,71,165,68,105,173,10,23,33,0,0,0,Mezzana Bigli
36,50,86,278,190,468,192,191,383,124,203,327,36,39,75,1,1,2,San Lorenzo Dorsino
2166,2344,4510,4820,4932,9752,3898,3661,7559,1964,3593,5557,780,946,1726,48,82,130,Conegliano
477,540,1017,1592,1720,3312,1869,1833,3702,822,1372,2194,309,366,675,17,40,57,Giaveno
82,82,164,176,163,339,116,104,220,49,61,110,29,23,52,0,0,0,Castagneto Po
51,71,122,231,214,445,346,290,636,196,295,491,37,50,87,3,8,11,Pralungo
19,20,39,80,84,164,115,100,215,75,64,139,23,38,61,3,6,9,Sestino
29,57,86,129,109,238,138,83,221,125,214,339,20,22,42,1,3,4,Castelvecchio Subequo
1058,1411,2469,3103,3199,6302,3483,2555,6038,1891,2580,4471,775,1155,1930,92,123,215,Conversano
38,51,89,238,250,488,424,313,737,208,286,494,61,92,153,6,13,19,Valle Lomellina
19,17,36,58,91,149,104,77,181,56,59,115,22,37,59,6,20,26,Domanico
9,16,25,44,47,91,79,65,144,54,64,118,11,10,21,2,0,2,Quarna Sotto
2,3,5,13,13,26,19,14,33,28,22,50,7,11,18,0,3,3,Setzu
191,269,460,730,800,1530,792,784,1576,409,641,1050,109,164,273,10,23,33,Diano Marina
3150,3626,6776,7066,6738,13804,8252,6916,15168,3221,5543,8764,1777,2356,4133,359,859,1218,Aversa
24,36,60,177,189,366,223,175,398,131,163,294,32,65,97,2,3,5,Cantalupo in Sabina
9,10,19,32,23,55,36,25,61,31,31,62,5,3,8,0,0,0,Scontrone
9,6,15,65,50,115,54,48,102,49,61,110,11,17,28,0,0,0,Murialdo
451,569,1020,1551,1610,3161,1743,1343,3086,918,1173,2091,502,641,1143,109,149,258,Venosa
397,482,879,1450,1502,2952,1665,1239,2904,600,887,1487,374,459,833,63,156,219,Siano
712,738,1450,3145,2736,5881,3493,2928,6421,1746,2552,4298,642,684,1326,61,51,112,Montecchio Maggiore
15,25,40,72,63,135,55,58,113,46,62,108,13,19,32,1,0,1,Castiglione Chiavarese
38,32,70,149,134,283,116,113,229,78,105,183,33,68,101,6,28,34,San Sossio Baronia
907,1210,2117,2817,2658,5475,2530,2340,4870,1325,1867,3192,560,637,1197,35,62,97,Cento
25,34,59,160,168,328,254,219,473,105,122,227,39,32,71,1,5,6,Zermeghedo
58,55,113,184,216,400,285,203,488,82,124,206,42,52,94,1,3,4,Magliano Romano
78,74,152,406,358,764,635,489,1124,306,431,737,126,230,356,13,59,72,Sonnino
54,70,124,146,154,300,153,135,288,98,124,222,35,57,92,5,8,13,Parghelia
63,71,134,191,190,381,156,144,300,77,82,159,30,47,77,4,15,19,Nemi
11,11,22,41,39,80,70,45,115,39,55,94,12,10,22,0,2,2,Gaverina Terme
31,50,81,184,159,343,235,228,463,196,194,390,70,103,173,25,59,84,Monteodorisio
74,85,159,293,268,561,395,308,703,168,240,408,75,75,150,2,4,6,Torre de' Roveri
99,127,226,377,413,790,444,332,776,248,355,603,78,88,166,2,9,11,Bressana Bottarone
147,216,363,803,850,1653,1004,734,1738,557,747,1304,258,334,592,25,29,54,Fabbrico
15,17,32,51,31,82,47,47,94,30,42,72,6,7,13,0,0,0,San Martino Alfieri
39,51,90,190,159,349,202,194,396,132,193,325,62,97,159,8,17,25,Castelnuovo della Daunia
7,5,12,25,25,50,24,21,45,23,40,63,2,8,10,0,1,1,Cigognola
172,250,422,797,835,1632,764,617,1381,491,661,1152,182,239,421,5,14,19,Pontenure
438,508,946,1653,1505,3158,1805,1594,3399,845,1397,2242,309,338,647,14,35,49,Ponte San Pietro
0,1,1,31,19,50,27,23,50,8,24,32,8,7,15,0,0,0,Castelnuovo Nigra
23,51,74,117,124,241,166,154,320,91,134,225,33,29,62,1,2,3,Arnad
127,147,274,257,274,531,238,205,443,115,159,274,38,33,71,1,1,2,Brunate
11,28,39,52,56,108,71,60,131,43,59,102,15,12,27,0,1,1,Introd
10,12,22,37,32,69,31,24,55,25,32,57,4,7,11,0,0,0,Orsara Bormida
40,26,66,79,75,154,70,75,145,30,50,80,15,20,35,4,9,13,Campolattaro
32,41,73,115,133,248,110,109,219,91,94,185,37,64,101,5,11,16,Futani
541,669,1210,1957,1724,3681,2239,1835,4074,1045,1500,2545,585,758,1343,99,214,313,Santa Maria a Vico
143,165,308,651,645,1296,918,700,1618,508,712,1220,143,155,298,5,14,19,Gorla Maggiore
23,29,52,143,145,288,166,125,291,83,85,168,18,28,46,1,2,3,Pozzaglio ed Uniti
1,2,3,19,17,36,21,18,39,16,19,35,0,4,4,1,0,1,Avegno
12,24,36,105,101,206,129,121,250,90,99,189,23,36,59,1,2,3,Vicolungo
7,6,13,42,35,77,49,30,79,31,27,58,11,41,52,0,0,0,Duronia
41,58,99,203,174,377,133,136,269,106,151,257,23,48,71,1,1,2,Treppo Grande
5,11,16,52,36,88,32,29,61,30,51,81,4,3,7,0,0,0,Preone
23,41,64,187,198,385,243,231,474,149,195,344,53,74,127,3,5,8,Narzole
1019,1238,2257,3844,3922,7766,3897,3173,7070,1909,2752,4661,782,823,1605,40,70,110,Lainate
29,30,59,88,116,204,101,97,198,54,63,117,16,14,30,0,0,0,Magreglio
79,88,167,300,291,591,307,237,544,108,170,278,71,79,150,13,20,33,Quadrelle
91,107,198,463,448,911,518,458,976,255,293,548,101,183,284,6,11,17,Torre di Mosto
56,79,135,325,308,633,419,347,766,263,328,591,55,86,141,8,4,12,Golasecca
5,4,9,35,35,70,26,19,45,20,36,56,10,5,15,0,1,1,Mulazzo
5,7,12,36,42,78,72,63,135,38,57,95,14,17,31,0,1,1,Torre de' Busi
13,10,23,32,26,58,27,35,62,20,12,32,4,4,8,0,1,1,Sgonico
267,319,586,1032,1044,2076,1061,894,1955,499,771,1270,247,373,620,30,94,124,Curti
48,69,117,331,311,642,368,292,660,186,299,485,75,105,180,4,3,7,Meduna di Livenza
52,61,113,282,291,573,361,314,675,227,272,499,70,81,151,2,9,11,Genola
5,5,10,15,27,42,48,32,80,12,26,38,7,5,12,0,2,2,Gambasca
7,29,36,87,65,152,70,53,123,48,61,109,23,12,35,0,0,0,Gaiola
99,117,216,500,534,1034,1114,885,1999,493,728,1221,189,171,360,5,11,16,Palosco
26,21,47,39,69,108,48,52,100,36,72,108,10,9,19,2,1,3,Miasino
8,6,14,49,49,98,78,65,143,30,43,73,18,15,33,2,1,3,Monchiero
18,29,47,118,113,231,73,66,139,38,75,113,16,12,28,0,0,0,Terzolas
111,154,265,462,417,879,539,450,989,268,339,607,98,118,216,2,5,7,Mussolente
24,22,46,135,134,269,160,104,264,67,116,183,25,26,51,2,1,3,Mercenasco
22,24,46,100,99,199,114,100,214,62,88,150,12,20,32,0,1,1,Meana di Susa
64,74,138,327,316,643,375,297,672,204,300,504,83,97,180,6,6,12,Belfiore
5,5,10,53,57,110,66,44,110,35,76,111,10,7,17,0,0,0,Ticengo
19,31,50,82,82,164,71,54,125,43,66,109,18,13,31,0,0,0,Strembo
30,42,72,132,128,260,151,128,279,98,176,274,24,26,50,2,1,3,Campospinoso
9,12,21,65,66,131,66,52,118,34,59,93,7,16,23,0,0,0,Dazio
263,265,528,430,417,847,276,275,551,131,209,340,60,68,128,6,16,22,Pieve Ligure
56,57,113,255,264,519,367,259,626,161,215,376,53,63,116,3,5,8,Truccazzano
178,213,391,517,452,969,556,484,1040,299,419,718,155,247,402,15,60,75,Riccia
13,22,35,85,95,180,100,65,165,59,95,154,25,21,46,1,3,4,Borghetto di Vara
46,87,133,332,292,624,427,346,773,217,274,491,71,82,153,7,15,22,Isola Rizza
44,40,84,137,136,273,201,144,345,141,148,289,85,95,180,60,124,184,Albidona
46,59,105,162,158,320,193,159,352,99,141,240,38,40,78,6,7,13,Cison di Valmarino
97,128,225,425,396,821,397,370,767,235,329,564,78,154,232,2,7,9,Fossalta di Portogruaro
13,25,38,145,101,246,117,107,224,83,121,204,19,26,45,0,0,0,Bicinicco
39,49,88,264,249,513,243,229,472,117,151,268,76,90,166,3,1,4,Chiarano
22,40,62,126,120,246,124,113,237,76,100,176,11,16,27,4,1,5,Saliceto
36,42,78,239,172,411,227,217,444,147,227,374,43,47,90,7,8,15,Alano di Piave
151,228,379,619,723,1342,1210,936,2146,734,837,1571,253,375,628,16,38,54,Monte Urano
99,130,229,432,403,835,574,482,1056,287,363,650,112,114,226,6,5,11,Dello
50,75,125,340,387,727,547,380,927,256,350,606,78,76,154,4,5,9,Miradolo Terme
8,7,15,26,27,53,29,31,60,23,40,63,2,7,9,2,3,5,Mompeo
949,1120,2069,3019,2944,5963,3351,2648,5999,1353,2213,3566,647,914,1561,124,211,335,Sant'Anastasia
44,44,88,170,137,307,93,84,177,64,107,171,11,39,50,2,2,4,Campo di Giove
1,4,5,13,14,27,21,14,35,15,17,32,1,1,2,0,1,1,Aquila d'Arroscia
232,257,489,978,961,1939,1068,978,2046,582,783,1365,237,357,594,27,28,55,Valderice
17,33,50,90,90,180,81,61,142,43,69,112,10,22,32,0,1,1,Vicalvi
263,247,510,830,794,1624,887,694,1581,431,705,1136,196,367,563,21,68,89,Pignataro Maggiore
13,16,29,49,50,99,44,46,90,25,49,74,9,13,22,2,4,6,Piraino
10,8,18,42,39,81,39,32,71,32,49,81,6,13,19,0,1,1,San Romano in Garfagnana
7,3,10,23,34,57,56,38,94,32,39,71,5,4,9,0,0,0,Crandola Valsassina
191,272,463,929,876,1805,1255,1021,2276,618,919,1537,220,258,478,25,19,44,Caerano di San Marco
41,73,114,288,336,624,445,364,809,255,300,555,99,165,264,13,29,42,Riva Ligure
9,11,20,46,46,92,80,67,147,35,53,88,11,14,25,1,2,3,San Cipriano Po
3,5,8,26,20,46,24,24,48,20,34,54,4,5,9,0,0,0,Viola
6,6,12,32,32,64,40,26,66,24,35,59,2,5,7,1,0,1,Chiusanico
76,86,162,239,265,504,287,253,540,125,164,289,67,72,139,4,3,7,Rovolon
13,10,23,47,42,89,32,30,62,27,38,65,8,20,28,2,3,5,Tora e Piccilli
8,5,13,33,31,64,37,38,75,31,46,77,5,9,14,0,2,2,Cortanze
38,41,79,133,130,263,127,105,232,70,97,167,37,34,71,1,2,3,Brunello
67,60,127,192,215,407,197,157,354,125,164,289,36,26,62,2,4,6,Pusiano
373,468,841,1426,1413,2839,1514,1205,2719,582,849,1431,396,437,833,44,81,125,Capodrise
59,86,145,283,281,564,390,301,691,191,307,498,73,78,151,3,6,9,Chiesina Uzzanese
21,37,58,93,76,169,107,76,183,41,59,100,16,12,28,0,1,1,Magliolo
70,105,175,340,416,756,565,526,1091,265,345,610,94,97,191,9,13,22,Cuveglio
3,5,8,6,3,9,3,0,3,3,3,6,2,4,6,0,0,0,Berzano di Tortona
11,14,25,46,42,88,38,32,70,28,40,68,9,6,15,0,0,0,Spineto Scrivia
85,105,190,383,370,753,465,384,849,227,321,548,72,87,159,3,8,11,Luisago
95,106,201,343,326,669,522,497,1019,378,458,836,199,286,485,55,61,116,Polizzi Generosa
139,202,341,611,687,1298,766,643,1409,285,367,652,138,158,296,34,29,63,Lipari
46,64,110,179,147,326,235,178,413,129,180,309,42,136,178,6,7,13,Bonefro
95,97,192,297,321,618,379,309,688,164,221,385,68,81,149,5,7,12,Pescate
2,5,7,19,10,29,24,9,33,3,12,15,0,1,1,0,0,0,Valfloriana
61,81,142,256,247,503,259,207,466,147,225,372,50,100,150,19,22,41,Ripi
586,675,1261,1645,1487,3132,1061,1006,2067,749,941,1690,375,486,861,66,215,281,Acri
224,299,523,870,822,1692,628,660,1288,390,536,926,146,256,402,11,12,23,Cagli
20,20,40,80,82,162,77,74,151,51,67,118,8,6,14,1,4,5,Santo Stefano d'Aveto
41,60,101,190,173,363,220,223,443,149,209,358,37,65,102,4,3,7,Scansano
159,219,378,741,788,1529,1140,871,2011,698,833,1531,205,291,496,11,30,41,Santa Maria a Monte
24,21,45,98,81,179,156,105,261,123,156,279,18,19,37,2,2,4,Arborio
1567,1987,3554,5764,5340,11104,5359,4750,10109,3045,4280,7325,1305,1992,3297,174,331,505,Monopoli
9,15,24,72,51,123,80,61,141,38,53,91,16,12,28,4,2,6,Carrosio
7,20,27,52,59,111,104,86,190,73,63,136,22,52,74,8,8,16,Romana
39,78,117,207,219,426,524,450,974,277,333,610,104,160,264,43,27,70,Sciara
334,465,799,1475,1536,3011,1830,1544,3374,689,882,1571,413,485,898,58,54,112,Aci Sant'Antonio
